"C. Det Konservative Folkeparti","Randers",5580
"C. Det Konservative Folkeparti","Samsø",595
"C. Det Konservative Folkeparti","Silkeborg",7671
"C. Det Konservative Folkeparti","Skanderborg",4458
"C. Det Konservative Folkeparti","Syddjurs",4010
"C. Det Konservative Folkeparti","Aarhus",28077
"C. Det Konservative Folkeparti","Herning",2162
"C. Det Konservative Folkeparti","Holstebro",2139
"C. Det Konservative Folkeparti","Ikast-Brande",4186
"C. Det Konservative Folkeparti","Lemvig",1549
"C. Det Konservative Folkeparti","Ringkøbing-Skjern",3043
"C. Det Konservative Folkeparti","Skive",1137
"C. Det Konservative Folkeparti","Struer",1052
"C. Det Konservative Folkeparti","Viborg",11763
"C. Det Konservative Folkeparti","Brønderslev",1534
"C. Det Konservative Folkeparti","Frederikshavn",2287
"C. Det Konservative Folkeparti","Hjørring",7243
"C. Det Konservative Folkeparti","Jammerbugt",1211
"C. Det Konservative Folkeparti","Læsø",290
"C. Det Konservative Folkeparti","Mariagerfjord",2577
"C. Det Konservative Folkeparti","Morsø",626
"C. Det Konservative Folkeparti","Rebild",3821
"C. Det Konservative Folkeparti","Thisted",5005
"C. Det Konservative Folkeparti","Vesthimmerlands",4585
"C. Det Konservative Folkeparti","Aalborg",12709
"D. Nye Borgerlige","København",6455
"D. Nye Borgerlige","Frederiksberg",484
"D. Nye Borgerlige","Dragør",172
"D. Nye Borgerlige","Tårnby",943
"D. Nye Borgerlige","Albertslund",371
"D. Nye Borgerlige","Ballerup",799
"D. Nye Borgerlige","Brøndby",715
"D. Nye Borgerlige","Gentofte",873
"D. Nye Borgerlige","Gladsaxe",1010
"D. Nye Borgerlige","Glostrup",269
"D. Nye Borgerlige","Herlev",349
"D. Nye Borgerlige","Hvidovre",866
"D. Nye Borgerlige","Høje-Taastrup",671
"D. Nye Borgerlige","Ishøj",327
"D. Nye Borgerlige","Lyngby-Taarbæk",853
"D. Nye Borgerlige","Rødovre",634
"D. Nye Borgerlige","Vallensbæk",202
"D. Nye Borgerlige","Allerød",445
"D. Nye Borgerlige","Egedal",747
"D. Nye Borgerlige","Fredensborg",1024
"D. Nye Borgerlige","Frederikssund",1249
"D. Nye Borgerlige","Furesø",535
"D. Nye Borgerlige","Gribskov",1469
"D. Nye Borgerlige","Halsnæs",609
"D. Nye Borgerlige","Helsingør",2149
"D. Nye Borgerlige","Hillerød",1345
"D. Nye Borgerlige","Hørsholm",413
"D. Nye Borgerlige","Rudersdal",856
"D. Nye Borgerlige","Bornholm",399
"D. Nye Borgerlige","Christiansø",0
"D. Nye Borgerlige","Greve",974
"D. Nye Borgerlige","Køge",1305
"D. Nye Borgerlige","Lejre",523
"D. Nye Borgerlige","Roskilde",1411
"D. Nye Borgerlige","Solrød",449
"D. Nye Borgerlige","Faxe",982
"D. Nye Borgerlige","Guldborgsund",1391
"D. Nye Borgerlige","Holbæk",1221
"D. Nye Borgerlige","Kalundborg",2097
"D. Nye Borgerlige","Lolland",672
"D. Nye Borgerlige","Næstved",2938
"D. Nye Borgerlige","Odsherred",1035
"D. Nye Borgerlige","Ringsted",770
"D. Nye Borgerlige","Slagelse",2814
"D. Nye Borgerlige","Sorø",798
"D. Nye Borgerlige","Stevns",452
"D. Nye Borgerlige","Vordingborg",1064
"D. Nye Borgerlige","Assens",889
"D. Nye Borgerlige","Faaborg-Midtfyn",961
"D. Nye Borgerlige","Kerteminde",593
"D. Nye Borgerlige","Langeland",212
"D. Nye Borgerlige","Middelfart",894
"D. Nye Borgerlige","Nordfyns",507
"D. Nye Borgerlige","Nyborg",383
"D. Nye Borgerlige","Odense",3340
"D. Nye Borgerlige","Svendborg",899
"D. Nye Borgerlige","Ærø",0
"D. Nye Borgerlige","Billund",322
"D. Nye Borgerlige","Esbjerg",2549
"D. Nye Borgerlige","Fanø",0
"D. Nye Borgerlige","Fredericia",1570
"D. Nye Borgerlige","Haderslev",1690
"D. Nye Borgerlige","Kolding",1450
"D. Nye Borgerlige","Sønderborg",2007
"D. Nye Borgerlige","Tønder",747
"D. Nye Borgerlige","Varde",1220
"D. Nye Borgerlige","Vejen",1019
"D. Nye Borgerlige","Vejle",2420
"D. Nye Borgerlige","Aabenraa",2045
"D. Nye Borgerlige","Favrskov",942
"D. Nye Borgerlige","Hedensted",1060
"D. Nye Borgerlige","Horsens",1488
"D. Nye Borgerlige","Norddjurs",1034
"D. Nye Borgerlige","Odder",364
"D. Nye Borgerlige","Randers",1881
"D. Nye Borgerlige","Samsø",0
"D. Nye Borgerlige","Silkeborg",2225
"D. Nye Borgerlige","Skanderborg",1299
"D. Nye Borgerlige","Syddjurs",1105
"D. Nye Borgerlige","Aarhus",6174
"D. Nye Borgerlige","Herning",1102
"D. Nye Borgerlige","Holstebro",933
"D. Nye Borgerlige","Ikast-Brande",692
"D. Nye Borgerlige","Lemvig",447
"D. Nye Borgerlige","Ringkøbing-Skjern",1188
"D. Nye Borgerlige","Skive",1058
"D. Nye Borgerlige","Struer",442
"D. Nye Borgerlige","Viborg",1252
"D. Nye Borgerlige","Brønderslev",675
"D. Nye Borgerlige","Frederikshavn",1634
"D. Nye Borgerlige","Hjørring",1337
"D. Nye Borgerlige","Jammerbugt",920
"D. Nye Borgerlige","Læsø",57
"D. Nye Borgerlige","Mariagerfjord",757
"D. Nye Borgerlige","Morsø",168
"D. Nye Borgerlige","Rebild",619
"D. Nye Borgerlige","Thisted",801
"D. Nye Borgerlige","Vesthimmerlands",651
"D. Nye Borgerlige","Aalborg",4064
"F. SF - Socialistisk Folkeparti","København",33824
"F. SF - Socialistisk Folkeparti","Frederiksberg",2852
"F. SF - Socialistisk Folkeparti","Dragør",313
"F. SF - Socialistisk Folkeparti","Tårnby",1057
"F. SF - Socialistisk Folkeparti","Albertslund",2365
"F. SF - Socialistisk Folkeparti","Ballerup",1758
"F. SF - Socialistisk Folkeparti","Brøndby",941
"F. SF - Socialistisk Folkeparti","Gentofte",2783
"F. SF - Socialistisk Folkeparti","Gladsaxe",3673
"F. SF - Socialistisk Folkeparti","Glostrup",476
"F. SF - Socialistisk Folkeparti","Herlev",1396
"F. SF - Socialistisk Folkeparti","Hvidovre",3800
"F. SF - Socialistisk Folkeparti","Høje-Taastrup",1251
"F. SF - Socialistisk Folkeparti","Ishøj",725
"F. SF - Socialistisk Folkeparti","Lyngby-Taarbæk",4327
"F. SF - Socialistisk Folkeparti","Rødovre",2037
"F. SF - Socialistisk Folkeparti","Vallensbæk",332
"F. SF - Socialistisk Folkeparti","Allerød",1517
"F. SF - Socialistisk Folkeparti","Egedal",1867
"F. SF - Socialistisk Folkeparti","Fredensborg",1694
"F. SF - Socialistisk Folkeparti","Frederikssund",1884
"F. SF - Socialistisk Folkeparti","Furesø",1086
"F. SF - Socialistisk Folkeparti","Gribskov",1901
"F. SF - Socialistisk Folkeparti","Halsnæs",1540
"F. SF - Socialistisk Folkeparti","Helsingør",1736
"F. SF - Socialistisk Folkeparti","Hillerød",3789
"F. SF - Socialistisk Folkeparti","Hørsholm",617
"F. SF - Socialistisk Folkeparti","Rudersdal",1403
"F. SF - Socialistisk Folkeparti","Bornholm",682
"F. SF - Socialistisk Folkeparti","Christiansø",0
"F. SF - Socialistisk Folkeparti","Greve",954
"F. SF - Socialistisk Folkeparti","Køge",2909
"F. SF - Socialistisk Folkeparti","Lejre",2454
"F. SF - Socialistisk Folkeparti","Roskilde",4601
"F. SF - Socialistisk Folkeparti","Solrød",489
"F. SF - Socialistisk Folkeparti","Faxe",1354
"F. SF - Socialistisk Folkeparti","Guldborgsund",1560
"F. SF - Socialistisk Folkeparti","Holbæk",1120
"F. SF - Socialistisk Folkeparti","Kalundborg",2046
"F. SF - Socialistisk Folkeparti","Lolland",840
"F. SF - Socialistisk Folkeparti","Næstved",2185
"F. SF - Socialistisk Folkeparti","Odsherred",1033
"F. SF - Socialistisk Folkeparti","Ringsted",1369
"F. SF - Socialistisk Folkeparti","Slagelse",2530
"F. SF - Socialistisk Folkeparti","Sorø",1526
"F. SF - Socialistisk Folkeparti","Stevns",682
"F. SF - Socialistisk Folkeparti","Vordingborg",1962
"F. SF - Socialistisk Folkeparti","Assens",1459
"F. SF - Socialistisk Folkeparti","Faaborg-Midtfyn",1734
"F. SF - Socialistisk Folkeparti","Kerteminde",763
"F. SF - Socialistisk Folkeparti","Langeland",2612
"F. SF - Socialistisk Folkeparti","Middelfart",1478
"F. SF - Socialistisk Folkeparti","Nordfyns",1118
"F. SF - Socialistisk Folkeparti","Nyborg",1317
"F. SF - Socialistisk Folkeparti","Odense",8876
"F. SF - Socialistisk Folkeparti","Svendborg",2470
"F. SF - Socialistisk Folkeparti","Ærø",244
"F. SF - Socialistisk Folkeparti","Billund",123
"F. SF - Socialistisk Folkeparti","Esbjerg",5553
"F. SF - Socialistisk Folkeparti","Fanø",148
"F. SF - Socialistisk Folkeparti","Fredericia",1123
"F. SF - Socialistisk Folkeparti","Haderslev",1041
"F. SF - Socialistisk Folkeparti","Kolding",8613
"F. SF - Socialistisk Folkeparti","Sønderborg",809
"F. SF - Socialistisk Folkeparti","Tønder",805
"F. SF - Socialistisk Folkeparti","Varde",821
"F. SF - Socialistisk Folkeparti","Vejen",772
"F. SF - Socialistisk Folkeparti","Vejle",4368
"F. SF - Socialistisk Folkeparti","Aabenraa",997
"F. SF - Socialistisk Folkeparti","Favrskov",1048
"F. SF - Socialistisk Folkeparti","Hedensted",618
"F. SF - Socialistisk Folkeparti","Horsens",2559
"F. SF - Socialistisk Folkeparti","Norddjurs",1659
"F. SF - Socialistisk Folkeparti","Odder",784
"F. SF - Socialistisk Folkeparti","Randers",2539
"F. SF - Socialistisk Folkeparti","Samsø",335
"F. SF - Socialistisk Folkeparti","Silkeborg",3611
"F. SF - Socialistisk Folkeparti","Skanderborg",3024
"F. SF - Socialistisk Folkeparti","Syddjurs",3335
"F. SF - Socialistisk Folkeparti","Aarhus",26439
"F. SF - Socialistisk Folkeparti","Herning",2228
"F. SF - Socialistisk Folkeparti","Holstebro",1708
"F. SF - Socialistisk Folkeparti","Ikast-Brande",371
